time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-04-25T06:29:50.820Z,36.1301667,-117.8388333,2.52,1.69,ml,23,52,0.01806,0.2,ci,ci39628207,2021-04-25T06:33:32.670Z,"14km NE of Coso Junction, CA",earthquake,0.38,0.56,0.207,22,automatic,ci,ci
2021-04-25T06:29:48.870Z,38.8126678,-122.805336,2.16,0.84,md,13,56,0.009136,0.03,nc,nc73554250,2021-04-25T07:46:07.669Z,"6km NW of The Geysers, CA",earthquake,0.32,0.82,,1,automatic,nc,nc
2021-04-25T06:28:14.950Z,17.9075,-66.8586,14,2.77,md,21,205,0.1957,0.11,pr,pr2021115002,2021-04-25T07:16:42.198Z,"8 km SSE of Maria Antonia, Puerto Rico",earthquake,0.44,0.54,0.3,15,reviewed,pr,pr
2021-04-25T06:25:43.150Z,61.1135,-150.2831,42.1,0.9,ml,,,,0.49,ak,ak0215aaiyne,2021-04-25T06:31:21.576Z,"23 km WSW of Anchorage, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-04-25T06:20:16.948Z,60.7199,-147.4022,17.3,1.4,ml,,,,0.7,ak,ak0215aahu1q,2021-04-25T06:25:30.598Z,"42 km WSW of Tatitlek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-04-25T06:17:52.550Z,33.8068333,-116.0795,1.85,2.46,ml,57,46,0.1187,0.2,ci,ci39628191,2021-04-25T06:29:22.040Z,"16km NE of Indio, CA",earthquake,0.2,0.45,0.146,25,automatic,ci,ci
2021-04-25T05:55:19.750Z,39.0283318,-123.0511703,7.9,1.83,md,14,107,0.2005,0.07,nc,nc73554235,2021-04-25T06:53:07.335Z,"12km W of Lakeport, CA",earthquake,0.48,2.75,0.05,6,automatic,nc,nc
2021-04-25T05:48:18.990Z,32.9581667,-115.5553333,10.4,2.48,ml,39,39,0.05672,0.32,ci,ci39628183,2021-04-25T06:29:19.516Z,"3km SW of Brawley, CA",earthquake,0.41,0.89,0.23,25,automatic,ci,ci
2021-04-25T05:48:03.790Z,19.3474998474121,-155.188003540039,1.02999997138977,1.93,ml,42,92,,0.209999993,hv,hv72440432,2021-04-25T05:53:33.720Z,"11 km SSE of Volcano, Hawaii",earthquake,0.33,0.460000008,0.6,14,automatic,hv,hv
2021-04-25T05:43:02.085Z,61.1111,-150.5768,42.8,1.3,ml,,,,0.42,ak,ak0215aa1arg,2021-04-25T06:23:50.088Z,"21 km NNE of Point Possession, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-04-25T05:31:58.580Z,33.8063333,-116.0783333,0.79,2.56,ml,56,47,0.1196,0.23,ci,ci39628175,2021-04-25T05:56:08.040Z,"16km NE of Indio, CA",earthquake,0.22,0.49,0.181,26,automatic,ci,ci
2021-04-25T05:25:41.720Z,33.4555,-116.5671667,12.63,0.78,ml,31,46,0.04972,0.17,ci,ci39628167,2021-04-25T05:29:14.947Z,"15km SE of Anza, CA",earthquake,0.25,0.5,0.163,20,automatic,ci,ci
2021-04-25T05:25:16.756Z,61.0798,-148.4913,0,1.5,ml,,,,0.98,ak,ak0215a9xgrm,2021-04-25T15:00:43.928Z,"35 km NNE of Whittier, Alaska",ice quake,,0.4,,,automatic,ak,ak
2021-04-25T05:22:03.559Z,62.4537,-150.5963,55.9,1.8,ml,,,,0.39,ak,ak0215a9wst6,2021-04-25T05:28:32.307Z,"9 km ESE of Petersville, Alaska",earthquake,,1.3,,,automatic,ak,ak
2021-04-25T05:21:13.363Z,66.0191,-163.3772,0.3,2.1,ml,,,,0.64,ak,ak0215a9wlvs,2021-04-25T05:30:12.863Z,"30 km WSW of Deering, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-04-25T05:16:18.849Z,61.5217,-149.9091,36,1.2,ml,,,,0.57,ak,ak0215a9vjq4,2021-04-25T05:30:12.686Z,"2 km E of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-04-25T05:11:13.250Z,38.8074989,-122.7961655,2.09,0.34,md,8,77,0.0008207,0.02,nc,nc73554220,2021-04-25T05:22:07.719Z,"5km NW of The Geysers, CA",earthquake,0.51,0.95,,1,automatic,nc,nc
2021-04-25T05:04:11.257Z,60.0994,-152.2494,31.6,0.9,ml,,,,0.48,ak,ak0215a9syjp,2021-04-25T05:07:28.059Z,"32 km W of Ninilchik, Alaska",earthquake,,1.9,,,automatic,ak,ak
2021-04-25T05:00:39.870Z,37.2666664,-121.6415024,5.8,2.43,md,35,63,0.1037,0.06,nc,nc73554210,2021-04-25T10:54:21.433Z,"15km N of Morgan Hill, CA",earthquake,0.12,0.44,0.22,30,automatic,nc,nc
2021-04-25T04:59:28.510Z,37.267,-121.6395,7.66,3.61,mw,183,33,0.07455,0.09,nc,nc73554215,2021-04-25T15:35:43.223Z,"15km N of Morgan Hill, CA",earthquake,0.08,0.2,,3,reviewed,nc,nc
2021-04-25T04:54:30.223Z,63.1301,-150.0004,97.8,0.9,ml,,,,0.18,ak,ak0215a9ia7i,2021-04-25T04:57:46.786Z,"Central Alaska",earthquake,,1.1,,,automatic,ak,ak
2021-04-25T04:47:10.787Z,64.6309,-146.9344,14,0.6,ml,,,,0.22,ak,ak0215a9gqp2,2021-04-25T04:50:25.417Z,"6 km ESE of Eielson Air Force Base, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-04-25T04:44:06.743Z,61.3384,-150.1081,43.3,1.1,ml,,,,0.51,ak,ak0215a9g38i,2021-04-25T04:57:46.613Z,"7 km WSW of Point MacKenzie, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-04-25T04:41:46.466Z,61.3004,-152.218,0.1,0.7,ml,,,,0.34,ak,ak0215a9fj5k,2021-04-25T04:46:14.706Z,"63 km WNW of Beluga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-04-25T04:32:30.200Z,38.1153,-118.257,1.2,1.2,ml,10,180.63,0.152,0.41,nn,nn00805730,2021-04-25T05:01:01.046Z,"33 km SSW of Mina, Nevada",earthquake,,28.6,,,automatic,nn,nn
2021-04-25T04:20:01.723Z,68.7357,-147.326,0,1.7,ml,,,,0.92,ak,ak0215a9axnr,2021-04-25T04:23:50.728Z,"99 km NW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-04-25T04:19:51.080Z,36.2016667,-118.1908333,5.6,1.25,ml,14,74,0.254,0.17,ci,ci39628135,2021-04-25T04:23:23.408Z,"19km WSW of Olancha, CA",earthquake,0.37,2.97,0.209,12,automatic,ci,ci
2021-04-25T04:16:44.340Z,33.4995,-116.5003333,10.08,0.44,ml,15,65,0.06327,0.15,ci,ci39628127,2021-04-25T04:20:20.917Z,"17km ESE of Anza, CA",earthquake,0.3,0.73,0.197,9,automatic,ci,ci
2021-04-25T04:00:39.650Z,36.0085,-117.923,2.79,1.39,ml,16,109,0.02644,0.13,ci,ci39628103,2021-04-25T04:04:15.623Z,"5km SSE of Coso Junction, CA",earthquake,0.36,0.67,0.192,19,automatic,ci,ci
2021-04-25T03:50:37.080Z,46.1046667,-111.7703333,13.69,1.11,ml,11,114,0.393,0.25,mb,mb80499034,2021-04-25T14:01:27.390Z,"14 km SW of Radersburg, Montana",earthquake,0.59,1.45,0.149,4,reviewed,mb,mb
2021-04-25T03:46:49.520Z,38.8238335,-122.8443298,2.04,0.75,md,12,81,0.0073,0.01,nc,nc73554195,2021-04-25T05:03:07.604Z,"9km NW of The Geysers, CA",earthquake,0.35,0.53,0.11,2,automatic,nc,nc
2021-04-25T03:39:07.060Z,46.896,-112.5146667,14,0.84,ml,12,90,0.054,0.17,mb,mb80499029,2021-04-25T14:10:08.000Z,"14 km ESE of Lincoln, Montana",earthquake,0.53,0.63,0.299,4,reviewed,mb,mb
2021-04-25T03:20:01.829Z,60.5976,-147.5235,16.2,1.1,ml,,,,0.81,ak,ak0215a8pi2e,2021-04-25T03:36:05.118Z,"54 km WSW of Tatitlek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-04-25T03:16:11.230Z,38.8148346,-122.8216629,2.98,0.85,md,8,97,0.008365,0.01,nc,nc73554190,2021-04-25T04:37:06.452Z,"7km NW of The Geysers, CA",earthquake,0.61,1.9,,1,automatic,nc,nc
2021-04-25T03:15:29.543Z,69.622,-144.2422,0.1,2.8,ml,,,,0.92,ak,ak0215a8ohnk,2021-04-25T03:36:04.934Z,"61 km SSW of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-04-25T03:15:23.280Z,33.8043333,-116.0876667,0.59,1.37,ml,28,130,0.1117,0.29,ci,ci39628087,2021-04-25T03:19:01.370Z,"15km NE of Indio, CA",earthquake,0.47,31.61,0.123,25,automatic,ci,ci
2021-04-25T03:12:55.350Z,38.8168335,-122.8258362,4.7,0.85,md,6,224,0.008371,0.01,nc,nc73554185,2021-04-25T04:10:07.315Z,"8km NW of The Geysers, CA",earthquake,2.15,5.99,,1,automatic,nc,nc
2021-04-25T03:04:38.080Z,19.2385005950928,-155.399002075195,32.3300018310547,2,md,30,91,,0.129999995,hv,hv72440197,2021-04-25T03:07:54.100Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.61,0.720000029,0.129999995,5,automatic,hv,hv
2021-04-25T03:02:38.107Z,59.3612,-153.4108,107.1,1.6,ml,,,,0.83,ak,ak0215a8lpoq,2021-04-25T03:06:20.585Z,"61 km SE of Pedro Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-04-25T02:46:10.700Z,38.7806664,-122.7223358,2.03,0.84,md,14,82,0.01154,0.02,nc,nc73554165,2021-04-25T03:02:07.843Z,"3km WNW of Anderson Springs, CA",earthquake,0.3,0.67,0.02,4,automatic,nc,nc
2021-04-25T02:45:43.180Z,38.8196678,-122.8410034,2.36,0.36,md,9,94,0.005799,0.01,nc,nc73554160,2021-04-25T03:44:07.147Z,"9km WNW of The Geysers, CA",earthquake,0.46,1.06,,1,automatic,nc,nc
2021-04-25T02:39:44.810Z,38.8328323,-122.7904968,1.55,0.36,md,8,72,0.00557,0.01,nc,nc73554155,2021-04-25T02:54:05.799Z,"6km WNW of Cobb, CA",earthquake,0.42,1.33,,1,automatic,nc,nc
2021-04-25T02:36:04.610Z,36.0033333,-117.9201667,2.99,1.19,ml,14,97,0.02453,0.1,ci,ci39628079,2021-04-25T02:39:32.350Z,"5km SSE of Coso Junction, CA",earthquake,0.27,0.48,0.136,16,automatic,ci,ci
2021-04-25T02:34:28.133Z,67.456,-159.3537,0,2,ml,,,,0.97,ak,ak0215a874hp,2021-04-25T02:47:38.262Z,"70 km NE of Kiana, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-04-25T02:27:22.981Z,60.2679,-141.4604,0.1,1.3,ml,,,,1.21,ak,ak0215a85m3u,2021-04-25T04:28:52.067Z,"125 km NW of Yakutat, Alaska",ice quake,,0.5,,,automatic,ak,ak
2021-04-25T02:17:19.640Z,35.8945,-118.304,14.35,2.03,ml,24,68,0.2027,0.15,ci,ci39628055,2021-04-25T02:27:55.960Z,"19km NE of Kernville, CA",earthquake,0.28,0.71,0.281,26,automatic,ci,ci
2021-04-25T02:12:35.680Z,19.4654998779297,-155.653671264648,-3.67000007629395,2.6,ml,47,74,,0.270000011,hv,hv72440137,2021-04-25T02:35:44.040Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.43,0.180000007,2.82,28,automatic,hv,hv
2021-04-25T02:03:54.860Z,33.5961667,-116.8111667,6.74,0.54,ml,17,84,0.03936,0.12,ci,ci39628039,2021-04-25T02:07:35.080Z,"14km WNW of Anza, CA",earthquake,0.3,0.51,0.15,13,automatic,ci,ci
2021-04-25T01:58:11.240Z,35.6788333,-117.4718333,4.45,1.63,ml,16,149,0.09247,0.2,ci,ci39628023,2021-04-25T02:01:45.380Z,"12km SSW of Searles Valley, CA",earthquake,0.46,0.93,0.102,25,automatic,ci,ci
2021-04-25T01:52:47.212Z,-1.8031,134.3425,36.52,5,mb,,125,2.367,1.32,us,us6000e4ig,2021-04-25T02:11:52.040Z,"108 km SSE of Manokwari, Indonesia",earthquake,10.2,4.3,0.06,87,reviewed,us,us
2021-04-25T01:51:35.586Z,63.1672,-150.4988,115.6,1.8,ml,,,,0.55,ak,ak0215a7pcnh,2021-04-25T01:56:21.941Z,"74 km SE of Denali National Park, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-04-25T01:49:34.390Z,34.7005,-120.4033333,0.99,2.26,ml,20,79,0.0372,0.29,ci,ci39628015,2021-04-25T14:47:47.004Z,"6km E of Vandenberg Village, CA",earthquake,0.53,31.61,0.114,27,automatic,ci,ci
2021-04-25T01:48:27.397Z,13.7729,-91.7246,44.34,4.3,mb,,189,0.747,1.29,us,us6000e4i8,2021-04-25T02:23:42.040Z,"61 km SSE of Champerico, Guatemala",earthquake,7.8,11.1,0.06,79,reviewed,us,us
2021-04-25T01:47:25.695Z,58.4698,-136.904,4.9,2.4,ml,,,,0.93,ak,ak0215a7ogz2,2021-04-25T04:28:51.889Z,"44 km NW of Elfin Cove, Alaska",ice quake,,0.5,,,automatic,ak,ak
2021-04-25T01:46:44.030Z,33.8011667,-116.0858333,0.56,1.23,ml,15,154,0.1131,0.24,ci,ci39628007,2021-04-25T01:50:21.606Z,"15km NE of Indio, CA",earthquake,0.48,31.61,0.184,27,automatic,ci,ci
2021-04-25T01:32:04.140Z,38.8230019,-122.7851639,1.61,0.92,md,16,79,0.01034,0.02,nc,nc73554125,2021-04-25T01:47:06.148Z,"5km W of Cobb, CA",earthquake,0.22,0.45,0.21,3,automatic,nc,nc
2021-04-25T01:16:02.289Z,64.9523,-146.0712,17.4,1.8,ml,,,,0.93,ak,ak0215a7hrxh,2021-04-25T01:22:17.500Z,"38 km ENE of Pleasant Valley, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-04-25T01:04:22.298Z,64.5304,-147.1503,17.4,0.9,ml,,,,0.34,ak,ak0215a7f8z9,2021-04-25T01:08:15.212Z,"11 km W of Salcha, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-04-25T01:03:27.542Z,63.4044,-146.0744,9.9,1.3,ml,,,,0.67,ak,ak0215a7f1o0,2021-04-25T01:08:15.031Z,"42 km NNW of Paxson, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-04-25T00:51:18.220Z,38.1217,-117.9502,12.5,0.9,ml,10,92.66,0.035,0.1,nn,nn00805723,2021-04-25T01:55:02.004Z,"32 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2021-04-25T00:50:57.760Z,19.1935005187988,-155.488830566406,33.2299995422363,2.52,ml,52,72,,0.140000001,hv,hv72440057,2021-04-25T02:50:00.040Z,"1 km SW of Pāhala, Hawaii",earthquake,0.49,0.720000029,3.51,22,automatic,hv,hv
2021-04-25T00:48:59.170Z,36.9912,-117.6758,14.3,2.1,ml,8,343.59,1.234,0.24,nn,nn00805722,2021-04-25T00:53:01.423Z,"51 km ENE of Independence, California",earthquake,,10,,,automatic,nn,nn
2021-04-25T00:48:30.429Z,63.3981,-151.3278,0,1.7,ml,,,,0.69,ak,ak0215a739hg,2021-04-25T00:54:53.148Z,"25 km SE of Denali National Park, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-04-25T00:46:57.023Z,63.5519,-147.1528,1.6,1.1,ml,,,,0.54,ak,ak0215a72w4m,2021-04-25T00:51:32.185Z,"88 km SW of Delta Junction, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-04-25T00:40:42.460Z,19.3645000457764,-155.033493041992,2.24000000953674,2.27,ml,36,184,,0.200000003,hv,hv72440042,2021-04-25T00:46:13.890Z,"15 km SE of Fern Forest, Hawaii",earthquake,0.59,0.680000007,3.78,8,automatic,hv,hv
2021-04-25T00:40:13.340Z,36.7804985,-121.4973297,5.99,1.08,md,8,119,0.02729,0.14,nc,nc73554115,2021-04-25T00:51:07.853Z,"8km SSE of San Juan Bautista, CA",earthquake,0.81,0.68,0.2,5,automatic,nc,nc
2021-04-25T00:32:58.130Z,40.3613319,-124.1230011,36.29,2.1,md,9,114,0.02808,0.09,nc,nc73554110,2021-04-25T02:21:09.037Z,"14km ENE of Petrolia, CA",earthquake,1.32,3.48,0.17,8,automatic,nc,nc
2021-04-25T00:30:45.090Z,46.1568333333333,-120.411166666667,18.7,2.14,ml,28,55,0.1634,0.19,uw,uw61717857,2021-04-25T01:01:45.700Z,"19 km NNW of Bickleton, Washington",earthquake,0.32,0.53,0.170723904320367,21,reviewed,uw,uw
2021-04-25T00:30:09.100Z,35.9111667,-117.7298333,8.67,1.17,ml,12,55,0.08087,0.09,ci,ci39627975,2021-04-25T00:33:40.945Z,"16km E of Little Lake, CA",earthquake,0.27,0.71,0.289,11,automatic,ci,ci
2021-04-25T00:28:01.641Z,62.9917,-151.6665,0,0.8,ml,,,,1.21,ak,ak0215a6ywys,2021-04-25T00:31:09.577Z,"61 km S of Denali National Park, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-04-25T00:26:49.670Z,19.2091674804688,-155.432006835938,34.5499992370605,2.17000008,md,48,134,,0.109999999,hv,hv72440027,2021-04-25T00:30:04.530Z,"Island of Hawaii, Hawaii",earthquake,0.62,0.800000012,0.479999989,25,automatic,hv,hv
2021-04-25T00:16:51.910Z,38.831665,-122.8181686,1.39,0.87,md,22,49,0.0104,0.02,nc,nc73554100,2021-04-25T00:38:08.149Z,"8km NW of The Geysers, CA",earthquake,0.18,0.43,0.19,4,automatic,nc,nc
2021-04-25T00:16:13.890Z,38.8339996,-122.8170013,1.35,1.12,md,21,48,0.01189,0.03,nc,nc73554095,2021-04-25T01:51:08.190Z,"8km NW of The Geysers, CA",earthquake,0.19,0.42,0.16,5,automatic,nc,nc
2021-04-25T00:15:38.550Z,38.8326683,-122.8180008,1.48,1.74,md,32,50,0.01114,0.04,nc,nc73554090,2021-04-25T02:06:07.284Z,"8km NW of The Geysers, CA",earthquake,0.17,0.29,0.12,10,automatic,nc,nc
2021-04-25T00:12:30.500Z,17.948,-67.0008,8,2.59,md,18,223,0.0484,0.11,pr,pr2021115001,2021-04-25T00:56:58.991Z,"5 km ESE of La Parguera, Puerto Rico",earthquake,0.47,0.67,0.3,12,reviewed,pr,pr
2021-04-25T00:06:57.370Z,38.8180008,-122.8228302,2.14,1.18,md,30,47,0.01038,0.02,nc,nc73554085,2021-04-25T01:14:08.979Z,"7km NW of The Geysers, CA",earthquake,0.17,0.33,0.23,6,automatic,nc,nc
2021-04-25T00:05:36.060Z,19.2148342132568,-155.431335449219,33.4700012207031,2.00999999,md,32,146,,0.119999997,hv,hv72439992,2021-04-25T00:08:47.950Z,"5 km ENE of Pāhala, Hawaii",earthquake,0.75,0.860000014,0.930000007,11,automatic,hv,hv
2021-04-25T00:04:56.730Z,33.618,-117.2803333,3.75,1.46,ml,35,40,0.06834,0.2,ci,ci39627967,2021-04-25T00:08:42.281Z,"2km N of Wildomar, CA",earthquake,0.29,0.86,0.103,28,automatic,ci,ci
2021-04-25T00:04:40.410Z,19.2133331298828,-155.434661865234,33.2700004577637,2.08999991,md,27,134,,0.150000006,hv,hv72439987,2021-04-25T00:07:50.270Z,"4 km ENE of Pāhala, Hawaii",earthquake,0.93,0.949999988,2.08999991,4,automatic,hv,hv
2021-04-25T00:03:44.850Z,17.9165,-67.0051,11,2.54,md,18,241,0.0658,0.12,pr,pr2021115000,2021-04-25T00:31:42.889Z,"7 km SE of La Parguera, Puerto Rico",earthquake,0.5,0.31,0.44,15,reviewed,pr,pr
2021-04-24T23:55:35.310Z,38.8344994,-122.8180008,1.36,0.85,md,13,62,0.0127,0.01,nc,nc73554080,2021-04-25T00:48:07.833Z,"8km NW of The Geysers, CA",earthquake,0.26,0.65,,1,automatic,nc,nc
2021-04-24T23:45:40.610Z,19.1968326568604,-155.429336547852,36.060001373291,1.96000004,md,32,151,,0.109999999,hv,hv72439972,2021-04-24T23:48:59.440Z,"5 km E of Pāhala, Hawaii",earthquake,0.82,0.910000026,0.75999999,7,automatic,hv,hv
2021-04-24T23:31:15.410Z,33.5003333,-116.5331667,8.34,0.75,ml,27,51,0.05704,0.2,ci,ci39627951,2021-04-24T23:34:51.933Z,"14km ESE of Anza, CA",earthquake,0.35,0.58,0.108,22,automatic,ci,ci
2021-04-24T23:31:08.331Z,62.7029,-149.5898,72.1,1.1,ml,,,,0.62,ak,ak02158x573e,2021-04-24T23:36:43.063Z,"38 km NE of Chase, Alaska",earthquake,,1.3,,,automatic,ak,ak
2021-04-24T23:19:20.593Z,62.524,-151.19,82.7,1.4,ml,,,,1.01,ak,ak02158x2nej,2021-04-24T23:23:10.782Z,"22 km W of Petersville, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-04-24T23:19:15.764Z,61.0488,-148.4835,1.9,1.7,ml,,,,1.04,ak,ak02158x2i8o,2021-04-24T23:38:23.462Z,"32 km NNE of Whittier, Alaska",ice quake,,0.4,,,automatic,ak,ak
2021-04-24T23:19:15.133Z,63.4554,-147.4391,27.8,1.6,ml,,,,0.55,ak,ak02158x2mzd,2021-04-24T23:24:51.161Z,"75 km E of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-04-24T23:16:32.431Z,64.0823,-148.5794,0,1.2,ml,,,,0.56,ak,ak02158x2166,2021-04-24T23:21:30.231Z,"27 km ENE of Ferry, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-04-24T23:11:18.180Z,35.8981667,-117.7008333,4.79,1.08,ml,8,69,0.08876,0.07,ci,ci39627927,2021-04-24T23:14:53.006Z,"19km ESE of Little Lake, CA",earthquake,0.23,0.52,0.14,9,automatic,ci,ci
2021-04-24T23:08:41.744Z,60.7078,-148.0761,21,1.6,ml,,,,0.93,ak,ak02158x0c5l,2021-04-24T23:19:19.637Z,"34 km ESE of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-04-24T23:01:33.810Z,33.1671667,-115.7288333,8.33,1.53,ml,25,66,0.09053,0.24,ci,ci39627919,2021-04-24T23:05:17.931Z,"18km NW of Westmorland, CA",earthquake,0.43,1.27,0.203,29,automatic,ci,ci
2021-04-24T23:01:02.010Z,36.2075,-117.8821667,4.43,1.53,ml,15,64,0.09242,0.16,ci,ci39627911,2021-04-24T23:04:30.753Z,"14km SE of Olancha, CA",earthquake,0.32,0.74,0.237,19,automatic,ci,ci
2021-04-24T22:57:25.510Z,17.9496,-67.0026,9,3.35,md,24,213,0.0461,0.09,pr,pr2021114011,2021-04-25T02:22:30.760Z,"5 km ESE of La Parguera, Puerto Rico",earthquake,0.4,0.54,0.16,12,reviewed,pr,pr
2021-04-24T22:55:12.065Z,62.7952,-148.7105,55.5,1,ml,,,,0.87,ak,ak02158wow70,2021-04-24T22:59:46.243Z,"67 km S of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-04-24T22:55:05.363Z,64.9916,-147.4146,6.6,0.8,ml,,,,0.48,ak,ak02158wowek,2021-04-24T22:59:46.063Z,"10 km ENE of Fox, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-04-24T22:53:37.920Z,38.8053322,-122.8000031,3.02,0.83,md,9,77,0.004518,0.02,nc,nc73554050,2021-04-24T23:10:06.346Z,"5km NW of The Geysers, CA",earthquake,0.49,1.42,,1,automatic,nc,nc
2021-04-24T22:50:55.691Z,69.6809,-145.0098,0,2.5,ml,,,,0.97,ak,ak02158wnxp6,2021-04-24T23:06:57.316Z,"73 km SW of Kaktovik, Alaska",earthquake,,1,,,automatic,ak,ak
2021-04-24T22:46:30.498Z,61.299,-152.2669,8,0.4,ml,,,,0.6,ak,ak02158wn0w9,2021-04-24T22:56:24.770Z,"66 km WNW of Tyonek, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-04-24T22:43:27.200Z,38.8240013,-122.8546677,2.54,0.82,md,17,94,0.003936,0.02,nc,nc73554045,2021-04-24T23:57:07.531Z,"10km WNW of The Geysers, CA",earthquake,0.27,0.5,0.37,3,automatic,nc,nc
2021-04-24T22:41:14.199Z,67.4384,-159.5428,0.8,1.4,ml,,,,0.49,ak,ak02158wlx23,2021-04-24T22:44:42.694Z,"64 km NE of Kiana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-04-24T22:38:16.171Z,66.2866,-157.4563,0,0.9,ml,,,,0.91,ak,ak02158wla29,2021-04-24T22:44:42.850Z,"68 km SSW of Shungnak, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-04-24T22:31:41.862Z,69.5538,-144.8661,0.9,1.9,ml,,,,0.84,ak,ak02158wju11,2021-04-24T22:35:51.309Z,"80 km SW of Kaktovik, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-04-24T22:30:37.700Z,38.7976685,-122.7366638,0.96,0.86,md,9,199,0.01441,0.01,nc,nc73554035,2021-04-24T23:31:07.388Z,"3km NE of The Geysers, CA",earthquake,0.53,0.65,,1,automatic,nc,nc
2021-04-24T22:23:29.517Z,63.4585,-147.4713,26,1.1,ml,,,,1.09,ak,ak02158wi3bk,2021-04-24T22:37:31.687Z,"74 km E of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-04-24T22:21:01.738Z,61.1808,-147.0567,6.8,1.7,ml,,,,1.1,ak,ak02158whlog,2021-04-24T23:36:42.878Z,"38 km W of Valdez, Alaska",ice quake,,0.7,,,automatic,ak,ak
2021-04-24T22:20:06.820Z,38.8033333,-122.7996674,2.77,0.74,md,16,57,0.005749,0.02,nc,nc73554030,2021-04-24T23:05:06.258Z,"5km NW of The Geysers, CA",earthquake,0.35,0.8,0.1,2,automatic,nc,nc
2021-04-24T22:18:00.630Z,17.9308,-66.8813,13,2.54,md,18,208,0.1674,0.14,pr,pr2021114010,2021-04-24T22:44:00.328Z,"5 km S of Maria Antonia, Puerto Rico",earthquake,0.48,0.28,0.28,11,reviewed,pr,pr
2021-04-24T22:03:42.780Z,38.8334999,-122.8174973,1.45,0.85,md,12,68,0.01164,0.01,nc,nc73554025,2021-04-24T22:39:08.098Z,"8km NW of The Geysers, CA",earthquake,0.31,0.65,,1,automatic,nc,nc
2021-04-24T21:49:32.740Z,35.6316667,-117.4156667,6.07,1.28,ml,10,157,0.0589,0.16,ci,ci39627863,2021-04-24T21:53:04.882Z,"15km SSW of Trona, CA",earthquake,0.59,0.95,0.192,15,automatic,ci,ci
2021-04-24T21:19:05.956Z,61.5322,-151.5905,71.4,1.2,ml,,,,1.09,ak,ak02158vvr20,2021-04-24T21:23:42.421Z,"51 km NNW of Beluga, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-04-24T21:17:42.616Z,14.0585,-92.6933,38,4.5,mb,,167,1.073,0.69,us,us6000e4ga,2021-04-24T22:04:22.040Z,"73 km SW of Brisas Barra de Suchiate, Mexico",earthquake,7.8,11,0.055,96,reviewed,us,us
2021-04-24T21:16:53.310Z,36.0589981,-120.1926651,10.46,2.53,md,35,137,0.1496,0.27,nc,nc73554015,2021-04-24T23:39:06.995Z,"8km NW of Avenal, CA",earthquake,0.62,1.17,0.14,38,automatic,nc,nc
2021-04-24T21:09:18.620Z,34.0066667,-118.0648333,0.95,1.58,ml,20,82,0.04316,0.25,ci,ci39627831,2021-04-24T21:13:17.122Z,"4km E of Montebello, CA",earthquake,0.62,31.61,0.282,33,automatic,ci,ci
2021-04-24T21:01:41.610Z,38.8363342,-122.8188324,0.99,0.85,md,8,94,0.0132,0.02,nc,nc73554010,2021-04-24T21:32:07.735Z,"8km W of Cobb, CA",earthquake,0.33,0.79,,1,automatic,nc,nc
